"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian.x","traveltime.x","studytime.x","failures.x","schoolsup.x","famsup.x","paidsup.x","activities.x","higher.x","romantic.x","famrel.x","freetime.x","goout.x","DailyAlc.x","WeekendAlc.x","health.x","absences.x","MathG1","MathG2","MathGFinal","guardian.y","traveltime.y","studytime.y","failures.y","schoolsup.y","famsup.y","paidsup.y","activities.y","higher.y","romantic.y","famrel.y","freetime.y","goout.y","DailyAlc.y","WeekendAlc.y","health.y","absences.y","PorG1","PorG2","PorGFinal"
"85","GP","F",16,"U","<=3","together","middle","middle","other","other","home","no","yes","mother","15-30m","2-5h",1,"no","yes","no","yes","yes","yes","Neutral","Moderate","Moderate",1,2,"Moderate",25,7,10,11,"mother","15-30m","2-5h",0,"no","yes","no","yes","yes","yes","Neutral","Moderate","Moderate",1,2,"Moderate",16,11,11,10
"86","GP","F",16,"U","<=3","together","middle","middle","services","services","course","yes","yes","mother","30-60m","2-5h",0,"no","yes","yes","no","yes","no","Good","Moderate","Moderate",2,3,"Good",2,12,13,13,"mother","30-60m","2-5h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",2,3,"Good",0,14,13,13
"87","GP","F",16,"U","<=3","together","middle","higher","other","health","course","yes","yes","father","15-30m","2-5h",0,"no","yes","yes","yes","yes","yes","Good","Low","Low",1,2,"VeryGood",2,13,13,13,"father","15-30m","2-5h",0,"no","yes","no","yes","yes","yes","Good","Low","Low",1,2,"VeryGood",2,14,12,13
"88","GP","F",16,"U","<=3","together","secondary","primary","other","other","home","yes","no","father","<15m","2-5h",0,"yes","yes","no","no","yes","no","Neutral","Moderate","Moderate",2,3,"Bad",4,7,6,6,"father","<15m","2-5h",0,"yes","yes","no","no","yes","no","Neutral","Moderate","Moderate",2,3,"Bad",0,12,13,12
"89","GP","F",16,"U","<=3","together","secondary","secondary","other","other","reputation","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","yes","yes","no","Good","High","VeryHigh",1,1,"Good",4,10,11,9,"mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","High","VeryHigh",1,1,"Good",0,14,14,15
"90","GP","F",16,"U","<=3","together","higher","secondary","teacher","services","course","yes","yes","mother","30-60m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","Moderate",1,2,"VeryBad",2,16,15,15,"mother","30-60m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","Moderate",1,2,"VeryBad",2,16,15,16
"91","GP","F",16,"U","<=3","together","higher","higher","health","health","other","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","yes","yes","yes","Excellent","High","VeryHigh",1,1,"Good",4,14,15,16,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","yes","Excellent","High","VeryHigh",1,1,"Good",2,15,15,14
"92","GP","F",16,"U","<=3","together","higher","higher","teacher","teacher","reputation","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Good","VeryHigh","Low",1,2,"Moderate",0,9,9,10,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","VeryHigh","Low",1,2,"Moderate",0,11,10,11
"93","GP","F",17,"R",">3","apart","secondary","middle","other","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Good","Moderate","Moderate",2,3,"Bad",4,9,10,10,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",2,3,"Bad",0,14,14,16
"94","GP","F",17,"R",">3","together","middle","primary","at_home","services","course","yes","no","mother","30-60m","2-5h",0,"no","no","no","yes","yes","no","Bad","VeryLow","VeryLow",1,1,"Moderate",2,13,11,11,"mother","30-60m","2-5h",0,"no","no","no","yes","yes","no","Bad","VeryLow","VeryLow",1,1,"Moderate",2,13,13,13
"95","GP","F",17,"R",">3","together","middle","primary","at_home","services","reputation","yes","yes","mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","Low","VeryHigh",1,2,"VeryGood",2,6,6,6,"mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Good","Low","VeryHigh",1,2,"VeryGood",0,11,10,11
"96","GP","F",17,"R",">3","together","middle","middle","other","other","reputation","yes","yes","mother","<15m","<2h",0,"no","yes","no","no","yes","no","Excellent","Moderate","Low",1,2,"Moderate",18,7,6,6,"mother","<15m","<2h",0,"no","yes","no","no","yes","no","Excellent","Moderate","Low",1,2,"Moderate",21,13,13,13
"97","GP","F",17,"R",">3","together","middle","higher","at_home","other","course","yes","yes","father","<15m","5-10h",0,"no","yes","no","no","yes","yes","Good","High","Moderate",1,1,"VeryGood",7,12,14,14,"father","<15m","5-10h",0,"no","yes","no","no","yes","yes","Good","High","Moderate",1,1,"VeryGood",0,15,15,15
"98","GP","F",17,"R",">3","together","secondary","higher","at_home","services","course","no","yes","father","<15m","5-10h",0,"no","yes","yes","yes","yes","no","Good","Moderate","High",2,5,"VeryGood",0,11,11,10,"father","<15m","5-10h",0,"no","yes","no","yes","yes","no","Good","Moderate","High",2,5,"VeryGood",2,15,15,17
"99","GP","F",17,"R",">3","together","higher","secondary","teacher","other","reputation","yes","yes","mother","15-30m","5-10h",0,"no","yes","yes","yes","yes","yes","Good","High","Low",1,1,"Good",6,7,7,7,"mother","15-30m","5-10h",0,"no","yes","no","yes","yes","yes","Good","High","Low",1,1,"Good",0,11,12,12
"100","GP","F",17,"R","<=3","together","middle","middle","services","services","course","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","yes","yes","no","Neutral","Moderate","Low",2,2,"Moderate",3,11,11,11,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","no","Neutral","Moderate","Low",2,2,"Moderate",0,11,11,10
"101","GP","F",17,"R","<=3","together","secondary","primary","services","other","reputation","yes","no","mother","15-30m",">10h",0,"no","yes","yes","no","yes","no","Neutral","VeryLow","Low",1,1,"Moderate",6,18,18,18,"mother","15-30m",">10h",0,"no","yes","no","no","yes","no","Neutral","VeryLow","Low",1,1,"Moderate",0,18,19,19
"102","GP","F",17,"R","<=3","together","higher","higher","services","other","other","yes","no","mother","<15m","<2h",0,"no","yes","yes","no","yes","no","Excellent","Low","VeryLow",1,2,"Moderate",12,8,10,10,"mother","<15m","<2h",0,"no","yes","no","no","yes","no","Excellent","Low","VeryLow",1,2,"Moderate",6,12,11,11
"103","GP","F",17,"U",">3","apart","middle","primary","other","other","course","yes","yes","mother","15-30m","5-10h",0,"no","no","no","yes","yes","yes","Neutral","Low","Moderate",1,2,"Moderate",10,12,10,12,"mother","15-30m","5-10h",0,"no","no","no","yes","yes","yes","Neutral","Low","Moderate",1,2,"Moderate",0,15,15,16
"104","GP","F",17,"U",">3","apart","middle","middle","at_home","at_home","home","yes","yes","father","<15m","2-5h",1,"no","yes","no","no","yes","yes","Neutral","Moderate","VeryLow",1,2,"Good",0,9,8,0,"father","<15m","2-5h",0,"no","yes","no","no","yes","yes","Neutral","Moderate","VeryLow",1,2,"Good",18,10,12,14
"105","GP","F",17,"U",">3","apart","secondary","secondary","health","other","reputation","no","yes","mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Neutral","Moderate","Moderate",1,3,"Moderate",6,8,7,9,"mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Neutral","Moderate","Moderate",1,3,"Moderate",10,12,13,14
"106","GP","F",17,"U",">3","apart","higher","secondary","services","services","course","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","yes","Excellent","Low","Low",1,2,"VeryGood",23,13,13,13,"mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Excellent","Low","Low",1,2,"VeryGood",14,15,14,17
"107","GP","F",17,"U",">3","apart","higher","higher","other","teacher","home","yes","no","mother","15-30m","2-5h",0,"yes","yes","no","no","yes","no","Good","VeryLow","High",1,1,"VeryBad",6,6,5,6,"mother","15-30m","2-5h",0,"yes","yes","no","no","yes","no","Good","VeryLow","High",1,1,"VeryBad",2,10,13,13
"108","GP","F",17,"U",">3","together","primary","primary","at_home","other","course","no","yes","father","<15m","2-5h",0,"no","yes","no","no","yes","no","Excellent","Moderate","Moderate",1,1,"Moderate",4,5,5,6,"father","<15m","2-5h",0,"no","yes","no","no","yes","no","Excellent","Moderate","Moderate",1,1,"Moderate",2,9,11,11
"109","GP","F",17,"U",">3","together","primary","primary","at_home","other","reputation","yes","no","mother","<15m","5-10h",1,"no","yes","no","yes","yes","yes","Good","Moderate","High",1,1,"VeryGood",0,6,5,0,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","yes","Good","Moderate","High",1,1,"VeryGood",12,12,12,12
"110","GP","F",17,"U",">3","together","primary","primary","at_home","services","course","yes","yes","mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Moderate",1,1,"Moderate",0,8,8,9,"mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Moderate","Moderate",1,1,"Moderate",0,12,11,12
"111","GP","F",17,"U",">3","together","primary","primary","other","other","course","no","no","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Good","High","High",1,3,"VeryBad",4,9,9,10,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","High","High",1,3,"VeryBad",0,14,15,15
"112","GP","F",17,"U",">3","together","primary","primary","services","teacher","reputation","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","no","yes","no","Good","Moderate","Moderate",1,1,"Moderate",6,13,12,12,"mother","<15m","5-10h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",1,1,"Moderate",0,13,13,14
"113","GP","F",17,"U",">3","together","middle","middle","at_home","at_home","course","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","yes","yes","no","Good","Moderate","Moderate",1,1,"Good",4,9,10,10,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","no","Good","Moderate","Moderate",1,1,"Good",0,12,12,13
"114","GP","F",17,"U",">3","together","middle","middle","other","other","course","no","yes","mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Excellent","High","VeryHigh",1,2,"VeryGood",4,10,9,11,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Excellent","High","VeryHigh",1,2,"VeryGood",12,12,12,14
"115","GP","F",17,"U",">3","together","middle","middle","other","other","course","yes","no","mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Good","Low","Low",1,1,"Moderate",12,11,9,9,"mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Good","Low","Low",1,1,"Moderate",4,14,13,13
"116","GP","F",17,"U",">3","together","middle","secondary","at_home","other","home","yes","no","father","15-30m","<2h",0,"no","yes","yes","no","yes","no","Neutral","Moderate","Moderate",1,4,"Moderate",3,7,7,8,"father","15-30m","<2h",0,"no","yes","no","no","yes","no","Neutral","Moderate","Moderate",1,4,"Moderate",4,12,13,13
"117","GP","F",17,"U",">3","together","middle","higher","at_home","health","reputation","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","no","yes","yes","Good","Moderate","Moderate",1,1,"VeryBad",2,10,10,10,"mother","15-30m","2-5h",0,"no","yes","no","no","yes","yes","Good","Moderate","Moderate",1,1,"VeryBad",6,15,16,16
"118","GP","F",17,"U",">3","together","middle","higher","services","services","reputation","yes","no","father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","Low",2,3,"VeryGood",0,16,17,17,"father","<15m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","High","Low",2,3,"VeryGood",0,17,18,17
"119","GP","F",17,"U",">3","together","secondary","primary","services","services","course","no","yes","father","<15m","5-10h",0,"no","yes","no","no","yes","no","Neutral","High","Moderate",2,3,"VeryGood",1,12,14,15,"father","<15m","5-10h",0,"no","yes","no","no","yes","no","Neutral","High","Moderate",2,3,"VeryGood",0,17,18,17
"120","GP","F",17,"U",">3","together","secondary","middle","health","health","reputation","no","yes","father","<15m",">10h",0,"no","yes","yes","yes","yes","no","Excellent","Low","Low",1,2,"VeryGood",0,17,17,18,"father","<15m",">10h",0,"no","yes","no","yes","yes","no","Excellent","Low","Low",1,2,"VeryGood",0,18,18,18
"121","GP","F",17,"U",">3","together","secondary","middle","other","other","course","no","yes","mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Moderate","High",1,3,"Moderate",10,16,15,15,"mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Moderate","High",1,3,"Moderate",2,17,18,17
"122","GP","F",17,"U",">3","together","secondary","middle","other","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","yes","Good","Moderate","Low",2,3,"Bad",0,7,8,0,"mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Good","Moderate","Low",2,3,"Bad",0,12,13,15
"123","GP","F",17,"U",">3","together","secondary","secondary","other","other","home","no","no","mother","<15m","5-10h",0,"no","no","no","yes","yes","no","Neutral","Low","Moderate",1,1,"Good",4,10,9,9,"mother","<15m","5-10h",0,"no","no","no","yes","yes","no","Neutral","Low","Moderate",1,1,"Good",2,15,12,13
"124","GP","F",17,"U",">3","together","secondary","higher","at_home","services","home","yes","yes","mother","<15m","5-10h",1,"no","yes","yes","no","yes","yes","Good","High","Moderate",3,4,"VeryGood",28,10,9,9,"mother","<15m","5-10h",1,"no","yes","yes","no","yes","yes","Good","High","Moderate",3,4,"VeryGood",14,8,9,8
"125","GP","F",17,"U",">3","together","secondary","higher","services","other","course","yes","yes","mother","<15m","5-10h",0,"no","no","no","no","yes","no","Good","High","VeryHigh",1,3,"VeryGood",16,16,15,15,"mother","<15m","5-10h",0,"no","no","no","no","yes","no","Good","High","VeryHigh",1,3,"VeryGood",8,11,13,14
"126","GP","F",17,"U",">3","together","higher","middle","other","other","reputation","yes","yes","mother","15-30m","5-10h",0,"no","yes","yes","no","yes","no","Good","Moderate","Moderate",1,1,"Moderate",0,15,12,14,"mother","15-30m","5-10h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",1,1,"Moderate",0,16,16,16
"127","GP","F",17,"U",">3","together","higher","secondary","health","other","reputation","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","yes","yes","yes","Good","High","Moderate",1,3,"Good",0,13,15,15,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","yes","Good","High","Moderate",1,3,"Good",0,11,12,13
"128","GP","F",17,"U",">3","together","higher","secondary","health","services","reputation","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","no","yes","no","Good","Low","Low",1,2,"Moderate",0,15,15,15,"mother","<15m","5-10h",0,"no","yes","no","no","yes","no","Good","Low","Low",1,2,"Moderate",0,17,18,18
"129","GP","F",17,"U",">3","together","higher","secondary","other","other","reputation","yes","yes","mother","<15m","2-5h",2,"no","no","yes","no","yes","yes","Neutral","High","VeryHigh",2,4,"VeryBad",22,6,6,4,"mother","<15m","2-5h",0,"no","no","no","no","yes","yes","Neutral","High","VeryHigh",2,4,"VeryBad",16,11,9,10
"130","GP","F",17,"U",">3","together","higher","higher","other","teacher","course","yes","no","mother","<15m","<2h",0,"yes","yes","no","no","yes","yes","Good","Low","VeryLow",1,1,"Good",0,11,11,12,"mother","<15m","<2h",0,"yes","yes","no","no","yes","yes","Good","Low","VeryLow",1,1,"Good",0,13,13,13
"131","GP","F",17,"U",">3","together","higher","higher","services","teacher","home","yes","yes","mother","15-30m","<2h",1,"no","yes","no","no","yes","no","Good","Low","High",2,3,"Bad",24,18,18,18,"mother","15-30m","<2h",1,"no","yes","no","no","yes","no","Good","Low","High",2,3,"Bad",30,14,15,16
"132","GP","F",17,"U",">3","together","higher","higher","teacher","services","course","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","yes","yes","no","Excellent","High","High",1,3,"Good",7,10,9,9,"mother","<15m","2-5h",0,"no","yes","yes","no","yes","yes","Excellent","Moderate","VeryLow",1,4,"VeryGood",2,11,11,12
"133","GP","F",17,"U",">3","together","higher","higher","teacher","services","course","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","yes","yes","no","Excellent","High","High",1,3,"Good",7,10,9,9,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","no","Excellent","High","High",1,3,"Good",0,13,12,13
"134","GP","F",17,"U",">3","together","higher","higher","teacher","teacher","course","no","yes","mother","15-30m","5-10h",0,"no","yes","yes","no","yes","yes","Good","Moderate","Moderate",1,2,"Good",4,14,14,14,"mother","15-30m","5-10h",0,"no","yes","no","no","yes","yes","Good","Moderate","Moderate",1,2,"Good",4,15,14,15
"135","GP","F",17,"U","<=3","together","none","middle","at_home","at_home","home","yes","yes","father","15-30m","5-10h",0,"no","no","no","no","yes","no","Neutral","Moderate","Moderate",2,3,"Bad",0,16,15,15,"father","15-30m","5-10h",0,"no","no","no","no","yes","no","Neutral","Moderate","Moderate",2,3,"Bad",0,14,14,15
"136","GP","F",17,"U","<=3","together","middle","middle","other","other","course","yes","yes","father","<15m","<2h",0,"no","yes","no","no","yes","yes","Neutral","High","High",1,3,"VeryGood",12,10,13,12,"father","<15m","<2h",0,"no","yes","no","no","yes","yes","Neutral","High","High",1,3,"VeryGood",2,13,12,12
"137","GP","F",17,"U","<=3","together","middle","middle","services","other","course","yes","yes","mother","15-30m","2-5h",0,"yes","yes","yes","no","yes","yes","Good","High","High",2,3,"VeryGood",6,12,12,12,"mother","15-30m","2-5h",0,"yes","yes","no","no","yes","yes","Good","High","High",2,3,"VeryGood",6,12,12,12
"138","GP","F",17,"U","<=3","together","middle","middle","services","services","course","yes","yes","father","<15m",">10h",0,"no","no","yes","yes","yes","yes","Neutral","High","VeryLow",1,1,"Bad",0,10,9,0,"father","<15m",">10h",0,"no","no","no","yes","yes","yes","Neutral","High","VeryLow",1,1,"Bad",2,10,11,12
"139","GP","F",17,"U","<=3","together","middle","higher","services","services","course","yes","yes","father","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Moderate","Low",1,1,"VeryGood",0,14,15,15,"father","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Moderate","Low",1,1,"VeryGood",8,14,15,16
"140","GP","F",17,"U","<=3","together","secondary","middle","other","other","reputation","yes","yes","mother","15-30m","2-5h",0,"no","no","yes","no","yes","no","Good","High","High",1,3,"VeryBad",2,14,15,15,"mother","15-30m","2-5h",0,"no","no","no","no","yes","no","Good","High","High",1,3,"VeryBad",2,14,16,15
"141","GP","F",17,"U","<=3","together","secondary","secondary","other","other","reputation","yes","yes","mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Excellent","Moderate","Moderate",2,3,"VeryBad",56,9,9,8,"mother","<15m","2-5h",0,"no","yes","no","yes","yes","yes","Excellent","Moderate","Moderate",2,3,"VeryBad",32,14,13,14
"142","GP","F",17,"U","<=3","together","higher","middle","teacher","services","reputation","yes","yes","mother","<15m",">10h",0,"no","yes","yes","yes","yes","no","Good","Low","Moderate",1,1,"Good",6,14,12,13,"mother","<15m",">10h",0,"no","yes","no","yes","yes","no","Good","Low","Moderate",1,1,"Good",2,14,15,17
"143","GP","F",17,"U","<=3","together","higher","secondary","health","other","reputation","yes","yes","father","<15m","2-5h",0,"no","no","no","yes","yes","yes","Neutral","Low","Moderate",1,2,"Moderate",14,13,13,14,"father","<15m","2-5h",0,"no","no","no","yes","yes","yes","Neutral","Low","Moderate",1,2,"Moderate",0,14,12,12
"144","GP","F",18,"R",">3","apart","secondary","middle","other","services","home","no","yes","mother","15-30m","2-5h",0,"no","no","no","no","no","yes","Good","VeryLow","VeryLow",1,1,"VeryGood",75,10,9,9,"mother","15-30m","2-5h",0,"no","no","no","no","no","yes","Good","VeryLow","VeryLow",1,1,"VeryGood",15,12,9,10
"145","GP","F",18,"R",">3","together","primary","primary","at_home","other","course","no","no","mother","30-60m","<2h",3,"no","yes","no","yes","yes","no","Excellent","Low","VeryHigh",1,5,"Good",6,9,8,10,"mother","30-60m","<2h",3,"no","yes","no","yes","yes","no","Excellent","Low","VeryHigh",1,5,"Good",6,11,10,11
"146","GP","F",18,"R",">3","together","middle","primary","other","other","reputation","yes","yes","mother","15-30m","2-5h",0,"no","yes","no","no","no","yes","Good","Moderate","VeryHigh",1,2,"Moderate",0,6,0,0,"mother","15-30m","2-5h",0,"no","yes","no","no","no","yes","Good","Moderate","VeryHigh",1,2,"Moderate",12,8,9,10
"147","GP","F",18,"R",">3","together","middle","middle","at_home","other","course","yes","no","mother","15-30m",">10h",0,"no","no","no","yes","yes","no","Good","High","High",1,1,"Good",0,10,9,0,"mother","15-30m",">10h",0,"no","no","no","yes","yes","no","Good","High","High",1,1,"Good",6,14,13,14
"148","GP","F",18,"R",">3","together","secondary","primary","other","other","reputation","yes","yes","mother","<15m","2-5h",1,"no","no","no","yes","yes","yes","Excellent","Moderate","Moderate",1,1,"Good",16,9,8,7,"mother","<15m","2-5h",0,"no","no","no","yes","yes","yes","Excellent","Moderate","Moderate",1,1,"Good",4,8,8,8
"149","GP","F",18,"R",">3","together","higher","higher","teacher","other","reputation","yes","yes","mother","15-30m","2-5h",0,"no","no","yes","yes","yes","no","Good","Moderate","High",2,2,"Good",8,12,10,11,"mother","15-30m","2-5h",0,"no","no","no","yes","yes","no","Good","Moderate","High",2,2,"Good",8,10,11,12
"150","GP","F",18,"R","<=3","together","primary","primary","at_home","other","reputation","yes","no","mother","15-30m",">10h",0,"no","yes","yes","yes","yes","no","Excellent","Low","Low",1,1,"Moderate",1,12,12,12,"mother","15-30m",">10h",0,"no","yes","no","yes","yes","no","Excellent","Low","Low",1,1,"Moderate",2,17,17,18
"151","GP","F",18,"U",">3","apart","higher","higher","at_home","teacher","course","yes","no","mother","15-30m","2-5h",0,"yes","no","no","no","yes","no","Good","Moderate","High",1,1,"Moderate",6,5,6,6,"mother","15-30m","2-5h",0,"yes","no","no","no","yes","no","Good","Moderate","High",1,1,"Moderate",4,0,11,11
"152","GP","F",18,"U",">3","together","primary","primary","other","other","home","yes","yes","mother","15-30m","2-5h",0,"yes","no","no","yes","yes","no","Excellent","High","High",1,1,"Good",4,8,9,10,"mother","15-30m","2-5h",0,"yes","no","no","yes","yes","no","Excellent","High","High",1,1,"Good",0,12,13,13
"153","GP","F",18,"U",">3","together","primary","primary","other","other","home","yes","yes","mother","15-30m","2-5h",0,"yes","no","no","yes","yes","no","Excellent","High","High",1,1,"Good",4,8,9,10,"mother","15-30m","5-10h",0,"no","no","no","yes","yes","no","Good","VeryHigh","VeryHigh",1,2,"Bad",0,14,14,14
"154","GP","F",18,"U",">3","together","middle","primary","other","other","course","no","yes","other","15-30m","5-10h",0,"no","yes","yes","no","yes","yes","Good","High","High",1,1,"Moderate",0,7,0,0,"other","15-30m","5-10h",0,"no","yes","no","no","yes","yes","Good","High","High",1,1,"Moderate",10,12,10,11
"155","GP","F",18,"U",">3","together","middle","primary","services","other","course","yes","yes","mother","15-30m","2-5h",0,"no","yes","yes","yes","yes","no","Excellent","Moderate","Moderate",1,2,"VeryBad",0,8,8,0,"mother","15-30m","2-5h",0,"no","yes","no","yes","yes","no","Excellent","Moderate","Moderate",1,2,"VeryBad",2,12,12,15
"156","GP","F",18,"U",">3","together","middle","middle","at_home","at_home","other","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","no","yes","no","Good","Moderate","Moderate",1,2,"Bad",5,18,18,19,"mother","<15m","5-10h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",1,2,"Bad",0,18,18,18
"157","GP","F",18,"U",">3","together","middle","middle","at_home","services","home","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","yes","yes","yes","Good","Moderate","Moderate",1,1,"Moderate",0,9,10,0,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","yes","Good","Moderate","Moderate",1,1,"Moderate",0,11,12,13
"158","GP","F",18,"U",">3","together","middle","secondary","at_home","other","course","yes","yes","mother","<15m","5-10h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",1,2,"Moderate",4,11,10,10,"mother","<15m","5-10h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",1,2,"Moderate",0,11,12,14
"159","GP","F",18,"U",">3","together","middle","secondary","other","services","reputation","yes","yes","father","<15m",">10h",0,"no","yes","yes","yes","yes","yes","Good","VeryHigh","VeryHigh",1,3,"Bad",4,15,14,14,"father","<15m",">10h",0,"no","yes","no","yes","yes","yes","Good","VeryHigh","VeryHigh",1,3,"Bad",10,16,16,16
"160","GP","F",18,"U",">3","together","secondary","middle","other","services","other","yes","yes","mother","<15m","5-10h",0,"no","no","no","no","yes","yes","Excellent","High","Moderate",2,3,"VeryBad",7,13,13,14,"mother","<15m","5-10h",0,"no","no","no","no","yes","yes","Excellent","High","Moderate",2,3,"VeryBad",4,14,16,17
"161","GP","F",18,"U",">3","together","secondary","secondary","services","services","home","yes","yes","mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Moderate","High",1,1,"Good",0,7,0,0,"mother","<15m","2-5h",0,"no","no","no","yes","yes","no","Excellent","Moderate","High",1,1,"Good",8,10,11,12
"162","GP","F",18,"U",">3","together","higher","secondary","other","other","course","yes","yes","mother","<15m","5-10h",0,"no","yes","yes","yes","yes","yes","Good","Moderate","High",1,1,"VeryGood",9,9,10,9,"mother","<15m","5-10h",0,"no","yes","no","yes","yes","yes","Good","Moderate","High",1,1,"VeryGood",2,14,15,17
"163","GP","F",18,"U",">3","together","higher","secondary","other","other","reputation","yes","yes","father","<15m",">10h",0,"no","yes","yes","no","yes","no","Good","Moderate","Moderate",1,1,"Moderate",0,14,13,14,"father","<15m",">10h",0,"no","yes","no","no","yes","no","Good","Moderate","Moderate",1,1,"Moderate",0,16,17,17
"164","GP","F",18,"U",">3","together","higher","secondary","services","other","home","yes","yes","father","<15m","2-5h",0,"no","yes","yes","no","yes","yes","Neutral","VeryLow","Low",1,3,"Bad",21,17,18,18,"father","<15m","2-5h",0,"no","yes","no","no","yes","yes","Neutral","VeryLow","Low",1,3,"Bad",2,15,15,15
"165","GP","F",18,"U",">3","together","higher","higher","health","health","reputation","yes","yes","father","<15m","2-5h",1,"yes","yes","no","yes","yes","yes","Bad","High","High",1,1,"Good",15,9,8,8,"father","<15m","2-5h",1,"yes","yes","no","yes","yes","yes","Bad","High","High",1,1,"Good",2,14,12,13
"166","GP","F",18,"U",">3","together","higher","higher","teacher","other","course","yes","yes","mother","<15m","2-5h",0,"no","yes","yes","no","yes","no","Good","High","High",3,3,"VeryGood",2,11,11,11,"mother","<15m","2-5h",0,"no","yes","no","no","yes","no","Good","High","High",3,3,"VeryGood",0,12,11,13
"167","GP","F",18,"U","<=3","apart","higher","higher","health","other","home","yes","yes","mother","<15m","2-5h",0,"no","yes","no","no","yes","yes","Good","Low","High",1,1,"Good",14,12,10,11,"mother","<15m","2-5h",0,"no","yes","yes","no","yes","yes","Good","Low","High",1,1,"Good",0,14,15,15
"168","GP","F",18,"U","<=3","together","primary","primary","other","other","home","no","no","mother","15-30m","2-5h",0,"no","yes","yes","no","yes","no","Good","High","Moderate",1,1,"Moderate",2,11,11,11,"mother","15-30m","2-5h",0,"no","yes","no","no","yes","no","Good","High","Moderate",1,1,"Moderate",2,13,13,13
"169","GP","F",18,"U","<=3","together","middle","middle","other","other","home","no","yes","other","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Moderate","Moderate",1,1,"Bad",0,8,8,0,"other","<15m","2-5h",0,"no","no","no","yes","yes","yes","Good","Moderate","Moderate",1,1,"Bad",0,10,9,12
"170","GP","F",18,"U","<=3","together","secondary","secondary","services","services","home","yes","yes","mother","<15m",">10h",0,"no","yes","no","no","yes","no","Excellent","Moderate","Moderate",1,1,"VeryBad",7,16,15,17,"mother","<15m",">10h",0,"no","yes","no","no","yes","no","Excellent","Moderate","Moderate",1,1,"VeryBad",4,14,14,15
